method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,train_dataset,train_complexity,train_entropy,train_seq_depth_med,train_seq_depth_IQR,train_cell_types,train_cell_type_max_pctg,train_sparsity,train_sample_num,train_gene_num,test_dataset,test_complexity,test_entropy,test_seq_depth_med,test_seq_depth_IQR,test_cell_types,test_cell_type_max_pctg,test_sparsity,test_sample_num,test_gene_num,train_test_correlation,type_pctg,type_num,assigned
cellassign...56,0,0,0.5085207339517287,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
scmap_cluster...57,0.5410550140766416,0.5940569318652547,0.575003966919801,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
scmap_cell...58,0.10726138777943875,0.322539521502931,0.3087194699841173,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
chetah...59,0.4110084777419095,0.5374549959942746,0.4556238294552718,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
singlecellnet...60,0.8664123871191088,0.871392841482598,0.8764505715010047,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
garnett...61,0,3.1572314440481037e-16,0.2654066973417122,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
singleR...62,0.6343476175287921,0.6770714963498705,0.6608350377068137,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
cellassign...63,0,3.1572314440481037e-16,0.2654066973417122,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
scmap_cluster...64,0.5443887732693719,0.6069828023425372,0.5764645755557777,0.10473186119873817,21,0.14826498422712933,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
scmap_cell...65,0.11433374177458322,0.35012550020203936,0.3064343893343464,0.6012618296529968,19,0.6012618296529968,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
chetah...66,0.4167946816064568,0.5503074298473176,0.45882560130075783,0.1722397476340694,21,0.1722397476340694,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
singlecellnet...67,0.8657182531463361,0.8749410143479687,0.8753084363778421,6.309148264984228e-4,21,0.14511041009463724,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
garnett...68,0,-3.1181387283368863e-16,0.2587089956959436,1,1,-Inf,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
singleR...69,0.635041712226867,0.6850250877476359,0.6602765930537462,0,20,0.14195583596214512,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
cellassign...70,0,-3.1181387283368863e-16,0.2587089956959436,1,1,-Inf,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,NA
scmap_cluster...71,0.8999029554477282,0.8879897846506579,0.9255372534209524,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
scmap_cell...72,0.9025526106948455,0.889924138489422,0.9274837061564282,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
chetah...73,0.857475279728902,0.8218468415940093,0.8941536353003116,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
singlecellnet...74,0.9507131458171519,0.922188819049314,0.9635575841878463,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
garnett...75,0,0,0.5085207339517287,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
singleR...76,0.9117922775170446,0.8502637411254137,0.9346154677995778,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
cellassign...77,0,0,0.5085207339517287,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,TRUE
scmap_cluster...78,0.5410550140766416,0.5940569318652547,0.575003966919801,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
scmap_cell...79,0.10726138777943875,0.322539521502931,0.3087194699841173,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
chetah...80,0.4110084777419095,0.5374549959942746,0.4556238294552718,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
singlecellnet...81,0.8664123871191088,0.871392841482598,0.8764505715010047,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
garnett...82,0,3.1572314440481037e-16,0.2654066973417122,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
singleR...83,0.6343476175287921,0.6770714963498705,0.6608350377068137,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
cellassign...84,0,3.1572314440481037e-16,0.2654066973417122,NA,NA,NA,TRUE,midbrain_human,0.9731028390763193,2.8501231046525386,0.26972505248067175,0.20974348471660442,20,0.13183856502242153,0.8780747084145637,1115,19531,midbrain_human,0.9777949346608044,2.8484249646386024,0.27115867083098666,0.21488915058112742,20,0.13249211356466878,0.8772941245067495,1585,19531,0.9990619141925428,0.8,20,FALSE
seurat...85,0,0,0.4677746418141777,NA,1,-Inf,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,NA
tscan...86,0.10797211834512797,0.18983955996796112,0.2746460270049898,NA,8,0.24346629986244842,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,NA
sc3...87,0.6249707580207132,0.6358504506167487,0.7023910770957006,NA,8,0.24346629986244842,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,NA
liger...88,0.30828987980138206,0.36467387389234845,0.5844221472212937,NA,8,0.7015130674002751,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,NA
cidr...89,0.3863001828325251,0.440186944359854,0.5040551711476504,NA,9,0.20220082530949107,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,NA
monocle3...90,0,0,0.4677746418141777,NA,1,1,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,NA
pcaReduce...91,0.2749156453599819,0.42155366395497035,0.4159754706032732,NA,17,0.08390646492434663,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,NA
seurat...92,0,0,0.8578215883928642,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,TRUE
tscan...93,0.07744187197110473,0.10397545851650011,0.5190767454421301,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,TRUE
sc3...94,0.7849238731801801,0.6535697469158764,0.9380739737829772,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,TRUE
liger...95,0.10900025352826838,0.07533840719159114,0.7531097010543604,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,TRUE
cidr...96,0.2848271157576194,0.20004886587223653,0.6820384837506459,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,TRUE
monocle3...97,0,0,0.8578215883928642,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,TRUE
pcaReduce...98,0.31539036202432114,0.3461486289271935,0.6845207779313895,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,TRUE
seurat...99,0,0,0.5049922457413621,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,FALSE
tscan...100,0.11562819131843681,0.19666298000196228,0.29195948965460794,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,FALSE
sc3...101,0.6026125113952278,0.5893916603218559,0.6969274415466116,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,FALSE
liger...102,0.24950335737117973,0.3112322308604189,0.5914415938690815,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,FALSE
cidr...103,0.3915712239568745,0.4197571294177629,0.5256971655429359,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,FALSE
monocle3...104,0,0,0.5049922457413621,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,FALSE
pcaReduce...105,0.2521524704750866,0.3891092340018932,0.4079464338189717,NA,NA,NA,FALSE,midbrain_human,0.9484182341799251,1.5612754119705026,0.2890020992268701,0.22342685986380628,5,0.28823529411764703,0.8748686100829149,510,19531,midbrain_human,0.952453373445051,1.5608420512390095,0.2980902155547591,0.22569248886385743,5,0.28885832187070154,0.8734887443423099,727,19531,0.9994554814329781,0.2,5,FALSE
seurat...106,0,0,0.316829711045567,NA,1,-Inf,FALSE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,NA
tscan...107,0.07829321507900172,0.13026272518506288,0.18908865616762233,NA,8,0.20745542949756887,FALSE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,NA
sc3...108,0.47171278653293697,0.5042449059591746,0.544676321630022,NA,8,0.21312803889789303,FALSE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,NA
liger...109,0.1531107603255539,0.305655172088155,0.40311405070958356,NA,8,0.7025931928687196,FALSE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,NA
cidr...110,0.09091205216426942,0.2244831168637502,0.2673590351302715,NA,5,0.49270664505672607,FALSE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,NA
monocle3...111,0.10826515598162637,0.25241839127682286,0.38595951001527273,NA,3,0.7876823338735819,FALSE,midbrain_human,0.9666960496311674,2.391393262472649,0.27525472326045775,0.2022425887051354,12,0.1695501730103806,0.8768954946198859,867,19531,midbrain_human,0.9711228293078107,2.390385037970697,0.2812708002662434,0.21070349700476163,12,0.17017828200972449,0.8758128518955902,1234,19531,0.9994087109657122,0.5,12,NA
